ind_id	new_id	tax_id	lat	long	alt	t_cap	com_nm	alpha	genus	spp	sub_spp	spp_lat	alpha6	ind_id2	sex	pos_sex	age_clas	age_yr	mass	fat	inc	latency	cort	count_ss	year	doy	season	brd_stg	pos_lh_stg	lh_stg
1000014	2384	ABTO2384	33.52837	-112.0763	340	568	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	4	f				45	1		5	5.5	4	1988	362				
1000015	2385	ABTO2385	33.52837	-112.0763	340	748	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	6	m					0		5	5.8	5	1988	362	non-breeding	non-breeding		
1000022	2386	ABTO2386	33.52837	-112.0763	340	532	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	7	m					2.5		5	9.2	5	1988	366	non-breeding	non-breeding		
1000068	2387	ABTO2387	33.52837	-112.0763	340	670	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-13	f				44	2.5		5	6.7	5	1989	214		breeding		breeding
1000113	2388	ABTO2388	33.52837	-112.0763	340	536	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	8	m					0.5		5	14.7	5	1989	1	non-breeding	non-breeding		
1000114	2389	ABTO2389	33.52837	-112.0763	340	769	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	9	f					2		5	8	5	1989	1				
1000132	2390	ABTO2390	33.52837	-112.0763	340	727	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	10	f					1.5		5	21.6	5	1989	1				
1000142	2391	ABTO2391	33.52837	-112.0763	340	631	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	11	f					2		5	20.6	5	1989	1				
1000175	2392	ABTO2392	33.52837	-112.0763	340	399	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-1	f				41	0.5		5	11.3	5	1989	204				
1000176	2393	ABTO2393	33.52837	-112.0763	340	402	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-2	f				42	1		5	11	5	1989	204				
1000177	2394	ABTO2394	33.52837	-112.0763	340	511	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-4	m		AHY		43	0		5	12.4	5	1989	204	breeding			
1000178	2395	ABTO2395	33.52837	-112.0763	340	430	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-3	m		HY		46	0		5	11.6	5	1989	204	breeding			
1000182	2396	ABTO2396	33.52837	-112.0763	340	405	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-5	f				46.5	2		5	11.1	5	1989	205		breeding		breeding
1000188	2397	ABTO2397	33.52837	-112.0763	340	1031	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-6a	m				49	1		5	8.3	5	1989	206	breeding			
1000200	2398	ABTO2398	33.52837	-112.0763	340	567	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-6b	m				50	1		5	2	5	1989	208	breeding	breeding		
1000208	2399	ABTO2399	33.52837	-112.0763	340	475	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-9	m				45	0.5		5	2.4	4	1989	209	breeding	breeding		breeding
1000209	2400	ABTO2400	33.52837	-112.0763	340	453	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-8	f				47	1.5		5	3	5	1989	209		breeding		breeding
1000210	2401	ABTO2401	33.52837	-112.0763	340	1037	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-7	m				48	0		5	8.2	5	1989	209	breeding	breeding		
1000215	2402	ABTO2402	33.52837	-112.0763	340	864	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-10	f				45	1.5		5	7.7	5	1989	211		breeding		breeding
1000220	2403	ABTO2403	33.52837	-112.0763	340	458	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-11	m				48	1		5	7.9	5	1989	212	breeding	breeding	breeding	
1000221	2404	ABTO2404	33.52837	-112.0763	340	938	Abert's Towhee	ABTO	Pipilo	aberti		Pipilo aberti 	PIPABE	ABTO-12	m							5	10.1	5	1989	212	breeding			
1001876	1547	AMGO1547	47.742	-122.984	34.13767	628	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-3	m				15.1	0		5	23.5	4	1996	187				possibly breeding
1001877	1548	AMGO1548	47.742	-122.984	34.13767	601	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-1	m				15.3	0		5	17.8	4	1996	187				possibly breeding
1001878	1549	AMGO1549	47.742	-122.984	34.13767	662	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-4	m				15.5	0.5		5	12.1	3	1996	187				possibly breeding
1001879	1550	AMGO1550	47.742	-122.984	34.13767	721	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-5	f				15.6	0.5		5	17.4	4	1996	187		breeding		breeding
1001880	1551	AMGO1551	47.742	-122.984	34.13767	925	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	9	f				15.7	1		5	18.4	4	1996	187		breeding		breeding
1001881	1552	AMGO1552	47.742	-122.984	34.13767	608	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-2	m				15.7	0		5	11.8	4	1996	187				possibly breeding
1001882	1553	AMGO1553	47.742	-122.984	34.13767	790	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-7	f				15.7	0		5	12.3	4	1996	187		breeding		breeding
1001883	1554	AMGO1554	47.742	-122.984	34.13767	782	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-6	f				16	0		5	10.8	4	1996	187		breeding		breeding
1001884	1555	AMGO1555	47.742	-122.984	34.13767	927	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	10	f				16.7	0.5		5	22	4	1996	187		breeding		breeding
1001885	1556	AMGO1556	47.742	-122.984	34.13767	797	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	8	f				17.5	0.5		5	13.4	4	1996	187		breeding		breeding
1001903	1557	AMGO1557	47.742	-122.984	34.13767	589	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-2	m				12.8	0.5		5	33.2	4	1996	171		pre-breeding		pre-breeding
1001904	1558	AMGO1558	47.742	-122.984	34.13767	589	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-1	m				13.1	1		5	17.8	4	1996	171		pre-breeding		pre-breeding
1001918	1559	AMGO1559	47.742	-122.984	34.13767	865	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-7	m				11.2	1		5	32.6	4	1996	173		pre-breeding		pre-breeding
1001919	1560	AMGO1560	47.742	-122.984	34.13767	865	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-6	m				12.6	0.5		5	13.8	4	1996	173		pre-breeding		pre-breeding
1001920	1561	AMGO1561	47.742	-122.984	34.13767	727	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-5	m				12.8	1.5		5	19.6	4	1996	173		pre-breeding		pre-breeding
1001921	1562	AMGO1562	47.742	-122.984	34.13767	576	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-3	m				13.1	0		5	20.5	4	1996	173		pre-breeding		pre-breeding
1001922	1563	AMGO1563	47.742	-122.984	34.13767	586	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-4	m				13.4	1.5		5	18.9	4	1996	173		pre-breeding		pre-breeding
1002218	1564	AMGO1564	47.742	-122.984	34.13767	617	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-01	m				12	0.5		5	16.7	4	1997	127		pre-breeding		pre-breeding
1002219	1565	AMGO1565	47.742	-122.984	34.13767	654	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-02	m				12.5	0		5	6.9	4	1997	127		pre-breeding		pre-breeding
1002220	1566	AMGO1566	47.742	-122.984	34.13767	666	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-04	f				12.6	1		5	11.8	4	1997	127		pre-breeding		pre-breeding
1002221	1567	AMGO1567	47.742	-122.984	34.13767	708	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-06	m				12.6	1.5		5	17.6	4	1997	127		pre-breeding		pre-breeding
1002222	1568	AMGO1568	47.742	-122.984	34.13767	666	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-03	m				13	3		5	22.8	4	1997	127		pre-breeding		pre-breeding
1002223	1569	AMGO1569	47.742	-122.984	34.13767	666	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-05	m				14.5	0		5	22.8	4	1997	127		pre-breeding		pre-breeding
1002225	1570	AMGO1570	47.742	-122.984	34.13767	617	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-07	m				8.3	0.5		5	13.2	4	1997	129		pre-breeding		pre-breeding
1002226	1571	AMGO1571	47.742	-122.984	34.13767	703	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-10	m				9.7	2		5	30.3	4	1997	129		pre-breeding		pre-breeding
1002227	1572	AMGO1572	47.742	-122.984	34.13767	710	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-11	m				9.8	0		5	16.4	4	1997	129		pre-breeding		pre-breeding
1002228	1573	AMGO1573	47.742	-122.984	34.13767	626	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-08	f				10.6	0		5	7.1	4	1997	129		pre-breeding		pre-breeding
1002229	1574	AMGO1574	47.742	-122.984	34.13767	633	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-09	m				11.2	0		5	5.1	4	1997	129		pre-breeding		pre-breeding
1002230	1575	AMGO1575	47.742	-122.984	34.13767	650	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-14	m				11.3	0		5	15.7	4	1997	129		pre-breeding		pre-breeding
1002231	1576	AMGO1576	47.742	-122.984	34.13767	724	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-13	f				11.5	2.5		5	4.4	4	1997	129		pre-breeding		pre-breeding
1002232	1577	AMGO1577	47.742	-122.984	34.13767	722	American Goldfinch	AMGO	Carduelis	tristis		Carduelis tristis 	CARTRI	AMGO-12	m				12.3	1		5	13.6	4	1997	129		pre-breeding		pre-breeding
1001017	1941	APAP1941	19.8	-155.33333	1948.8951	637	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m				16.4	2.5				1	1993	35				
1001021	1942	APAP1942	19.8211	-155.3306	1828.80366	691	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m				14.3	1.5		5	11	4	1993	37		pre-breeding		pre-breeding
1001022	1943	APAP1943	19.8211	-155.3306	1828.80366	629	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m		AHY		15.2	2		13	29.85	4	1993	37		pre-breeding		pre-breeding
1001023	1944	APAP1944	19.8211	-155.3306	1828.80366		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m									1	1993	37				
1001038	1945	APAP1945	19.8211	-155.3306	1828.80366	656	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN	APAP	m		AHY		16	2				1	1993	38		pre-breeding	pre-breeding	
1001039	1946	APAP1946	19.8211	-155.3306	1828.80366	809	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m		SY	1	13.8	3		9	21.79	4	1993	39		pre-breeding		pre-breeding
1001040	1947	APAP1947	19.8211	-155.3306	1828.80366	794	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m		ahy		17.1	3.5		5	22.69	4	1993	39		pre-breeding		pre-breeding
1001050	1948	APAP1948	19.8211	-155.3306	1828.80366	565	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		f		AHY		14.6	3.5		10	29.57	4	1993	42		pre-breeding		pre-breeding
1001052	1949	APAP1949	19.8211	-155.3306	1828.80366	819	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m		ahy		16.9	3		5	14.82	4	1993	42		pre-breeding		pre-breeding
1001053	1950	APAP1950	19.8211	-155.3306	1828.80366		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m									1	1993	42				
1001057	1951	APAP1951	19.8211	-155.3306	1828.80366	725	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		f		SY	1	14.5	2.5		5	11.16	5	1993	45		pre-breeding	pre-breeding	
1001066	1952	APAP1952	19.8211	-155.3306	1828.80366		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		f									1	1993	46				
1001075	1953	APAP1953	19.93333	-155.21667	473.96495	703	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m		ahy		13.5	2.5		10	13.86	4	1993	49				
1001076	1954	APAP1954	19.93333	-155.21667	473.96495		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m									1	1993	49				
1001077	1955	APAP1955	19.93333	-155.21667	473.96495		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		f									1	1993	49				
1001097	1956	APAP1956	19.8211	-155.3306	1828.80366	840	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m		AHY		15.2	3				1	1993	58				
1001098	1957	APAP1957	19.8211	-155.3306	1828.80366	912	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		f		AHY		15.2	3.5				1	1993	58				
1001106	1958	APAP1958	19.8211	-155.3306	1828.80366		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		f									1	1993	59				
1001107	1959	APAP1959	19.8211	-155.3306	1828.80366		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m									1	1993	59				
1001108	1960	APAP1960	19.8211	-155.3306	1828.80366		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m									1	1993	59				
1001131	1961	APAP1961	19.8211	-155.3306	1828.80366	771	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		f		SY	1	14.4	3				1	1993	60				
1001132	1962	APAP1962	19.8211	-155.3306	1828.80366	657	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m		SY	1	15.3	2.5		5	22.99	4	1993	60				
1001133	1963	APAP1963	19.8211	-155.3306	1828.80366	613	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m		AHY		15.6	3		5	15.96	4	1993	60				
1001134	1964	APAP1964	19.8211	-155.3306	1828.80366	757	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m		AHY		16.4	2				1	1993	60				
1001135	1965	APAP1965	19.8211	-155.3306	1828.80366		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m									1	1993	60				
1001150	1966	APAP1966	19.8	-155.33333	1948.8951	970	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		f				14.7	2.5				1	1993	1				
1001151	1967	APAP1967	19.8	-155.33333	1948.8951	893	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m				17.3	1.5				1	1993	1				
1001166	1968	APAP1968	19.8	-155.33333	1948.8951	586	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m				16.4	2				1	1993	1				
1001167	1969	APAP1969	19.8	-155.33333	1948.8951		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m									1	1993	1				
1001168	1970	APAP1970	19.8	-155.33333	1948.8951	725	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m					3				1	1993	1				
1001178	1971	APAP1971	19.8	-155.33333	1948.8951	945	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m				15.8	2.5				1	1993	1				
1001179	1972	APAP1972	19.8	-155.33333	1948.8951	945	Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN									10	24.36	2	1993	1		pre-breeding		pre-breeding
1001388	1973	APAP1973	19.8	-155.33333	1948.8951		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m									1	1993	64				
1001409	1974	APAP1974	19.8211	-155.3306	1828.80366		Apapane	APAP	Himatione	sanguinea		Himatione sanguinea 	HIMSAN		m									1	1993	72				
1001641	2819	ARBA2819	30.8667	34.7833	456		Arabian Babbler	ARBA	Turdoides	squamiceps		Turdoides squamiceps 	TURSQU	1								5	12.8	5	1994	88				
1002017	1749	ATPU1749	76.53333	-67.16667	37.3	779	Atlantic Puffin	ATPU	Fratercula	arctica		Fratercula arctica 	FRAARC	ATPU-3					390			5	43	5	1997	207		breeding		breeding
1002018	1750	ATPU1750	76.53333	-67.16667	37.3	769	Atlantic Puffin	ATPU	Fratercula	arctica		Fratercula arctica 	FRAARC	ATPU-1					485			5	18.6	5	1997	207		breeding		breeding
1002019	1751	ATPU1751	76.53333	-67.16667	37.3	773	Atlantic Puffin	ATPU	Fratercula	arctica		Fratercula arctica 	FRAARC	ATPU-2					560			5	18.5	5	1997	207		breeding		breeding
1002020	1752	ATPU1752	76.53333	-67.16667	37.3	790	Atlantic Puffin	ATPU	Fratercula	arctica		Fratercula arctica 	FRAARC	ATPU-5					595			5	10.5	5	1997	207		breeding		breeding
1002021	1753	ATPU1753	76.53333	-67.16667	37.3	783	Atlantic Puffin	ATPU	Fratercula	arctica		Fratercula arctica 	FRAARC	ATPU-4					660			5	33.2	5	1997	207		breeding		breeding
1000877	2634	ATSP2634	64.83333	-147.66667	136	559	American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	AMTR-1	m				17.5	2.5		5	12.1	5	1992	136				
1000878	2635	ATSP2635	64.83333	-147.66667	136	1007	American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	AMTR-3	f				18	3.5		5	13.02	5	1992	136				
1000879	2636	ATSP2636	64.83333	-147.66667	136	984	American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	AMTR-2	m				17.1	2		5	10.75	4	1992	136				
1000895	2637	ATSP2637	64.83333	-147.66667	136	564	American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	AMTR-4	f				15.8	2.5		5	20.61	5	1992	137				
1000896	2638	ATSP2638	64.83333	-147.66667	136	607	American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	AMTR-6	f				19.7	3		5	21.96	5	1992	137				
1000897	2639	ATSP2639	64.83333	-147.66667	136	607	American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	AMTR-5	m				19.5	3		5	26.47	5	1992	137				
1000898	2640	ATSP2640	64.83333	-147.66667	136	616	American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	AMTR-7	f				18.6	2.5		5	13.93	5	1992	137				
1000899	2641	ATSP2641	64.83333	-147.66667	136	661	American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	AMTR-8	f				15.5	2.5		5	21.22	5	1992	137				
1000900	2642	ATSP2642	64.83333	-147.66667	136	971	American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	AMTR-9	m				19.2	2.5		5	18.21	5	1992	137				
1001283	2643	ATSP2643	68.62582	-149.59455	729.99598		American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	ATSP	f							5	19.2	5	1993	170				
1001336	2644	ATSP2644	68.62582	-149.59455	729.99598		American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB		m							10	47.9	4	1993	174				
1001337	2645	ATSP2645	68.62582	-149.59455	729.99598		American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	ATSP	f							10	34.7	4	1993	174				
1000707	1085	BASA1085				1248	Baird's Sandpiper	BASA	Calidris	bairdii		Calidris bairdii 	CALBAI						42	3		6	29.72	5	1991	179				
1000158	2794	BBEW2794	36.76163	99.63657	3533		Black-bellied Wren	BBEW	Thryothorus	fasciatoventris		Thryothorus fasciatoventris 	THRFAS	BBWR-1	m							10	16.86	4	1989	185				
1000163	2795	BBRW2795					Buff-breasted Wren	BBRW	Thryothorus	leucotis		Thryothorus leucotis 	THRLET	BUBW-1	f							5	19.23	5	1989	186				
1000576	2816	BBSA2816				1303	Buff-breasted Sandpiper	BBSA	Tryngites	subruficollis		Tryngites subruficollis 	TRYSUB		f				59	3		13	62.35	4	1991	183				
1000650	2817	BBSA2817				1281	Buff-breasted Sandpiper	BBSA	Tryngites	subruficollis		Tryngites subruficollis 	TRYSUB		m				67			13	42.52	2	1991	167				
1000653	2818	BBSA2818				1283	Buff-breasted Sandpiper	BBSA	Tryngites	subruficollis		Tryngites subruficollis 	TRYSUB		m				70	2		18	48.45	3	1991	167				
1001612	2768	BCAP2768	30.8667	34.7833	456	392	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	3	m				14.6	2		5	24.05	3	1994	86	breeding			
1001613	2769	BCAP2769	30.8667	34.7833	456	387	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	2	m				18	3		5	83.34	4	1994	86	breeding			
1001614	2770	BCAP2770	30.8667	34.7833	456	387	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	4	f				18.8	1.5		5	28.04	4	1994	86	breeding			
1001615	2771	BCAP2771	30.8667	34.7833	456	400	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	5	m				18.8	3		5	40.42	4	1994	86	breeding			
1001616	2772	BCAP2772	30.8667	34.7833	456	334	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	1	f				19.7	3		8	49.45	4	1994	86	breeding			
1001642	2773	BCAP2773	30.8667	34.7833	456	377	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	6	f				15.3	2.5		6	30.8	4	1994	88	breeding			
1001643	2774	BCAP2774	30.8667	34.7833	456	395	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	7	f				16.1	2.5		5	29.13	4	1994	88	breeding			
1001662	2775	BCAP2775	30.8667	34.7833	456	332	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	8	m				15.7	1.5		5	40.59	4	1994	89	breeding			
1001663	2776	BCAP2776	30.8667	34.7833	456	376	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	9	f				18.1	1		5	22.42	4	1994	89	breeding			
1001664	2777	BCAP2777	30.8667	34.7833	456	450	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	10	m				21.4	3.5		5	37.59	4	1994	89	breeding			
1001679	2778	BCAP2778	30.8667	34.7833	456	344	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	12	m				15.8	2		5	26.18	4	1994	90	breeding			
1001680	2779	BCAP2779	30.8667	34.7833	456	344	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	13	m				17.6	2.5		5	54.25	4	1994	90	breeding			
1001681	2780	BCAP2780	30.8667	34.7833	456	487	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	14	f				17.7	3		5	18.06	4	1994	90	breeding			
1001682	2781	BCAP2781	30.8667	34.7833	456	343	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	11	f				18.9	2		5	40.74	4	1994	90	breeding			
1001692	2782	BCAP2782	30.8667	34.7833	456	366	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	16	f				17.3	3.5		5	38.19	4	1994	91	breeding			
1001693	2783	BCAP2783	9.15289	-79.73932	63.70333	324	Blackcap	BCAP	Sylvia	atricapilla		Sylvia atricapilla 	SYLATR	15	m				17.8	2		5	18.95	4	1994	91	breeding			
1001835	2464	BCCH2464	64.83333	-147.66667	136	637	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-11		m	HY		12	1.5		5	11.5	4	1996	347				
1001836	2465	BCCH2465	47.742	-122.984	34.13767	670	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-15		f	AHY		11.7	1		5	7	4	1996	347				
1001837	2466	BCCH2466	47.70972	-122.37056	43.58649	775	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-03			HY		9.7	2.5		5	18.2	4	1996	347				
1001838	2467	BCCH2467	64.83333	-147.66667	136	630	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-10		m	HY		11.4	2		5	11.6	4	1996	349				
1001839	2468	BCCH2468	47.70972	-122.37056	43.58649	644	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-12		m	HY		12.7	1.5		5	13.3	4	1996	349				
1001840	2469	BCCH2469	47.70972	-122.37056	43.58649	666	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-13		f	AHY		12.8	1		5	11.5	4	1996	349				
1001841	2470	BCCH2470	64.83333	-147.66667	136	668	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-14		m	HY		12.5	2		5	10.7	4	1996	349				
1001842	2471	BCCH2471	47.742	-122.984	34.13767	678	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-16		m	HY		11.1	1.5		5	8	4	1996	349				
1001852	2472	BCCH2472	47.742	-122.984	34.13767	766	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-01			HY		10.5	2.5		5	11	4	1996	357		breeding		breeding
1001853	2473	BCCH2473	47.70972	-122.37056	43.58649	766	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-02			HY		7.8	3		5	16.9	4	1996	357				
1001855	2474	BCCH2474	47.742	-122.984	34.13767	662	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-08					9.2	1		5	25.3	4	1996	1				
1001856	2475	BCCH2475	47.70972	-122.37056	43.58649	662	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-09					8.9	2		5	33.7	4	1996	1				
1001857	2476	BCCH2476	64.83333	-147.66667	136	690	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-10					8.9	1.5		5	15.4	4	1996	1				
1001858	2477	BCCH2477	47.70972	-122.37056	43.58649	694	Black-capped Chickadee	BCCH	Poecile	atricapillus		Poecile atricapillus 	POEATR	BCCH-11					10.2	1		5	32.8	4	1996	1				
