ind_id	new_id	tax_id	lat	long	alt	t_cap	com_nm	alpha	genus	spp	sub_spp	spp_lat	alpha6	ind_id2	sex	pos_sex	age_clas	age_yr	mass	fat	inc	tb1	tb2	tb3	tb4	tb5	tb6	tb7	cort1	cort2	cort3	cort4	cort5	cort6	cort7	count_ss	year	doy	season	brd_stg	pos_lh_stg	lh_stg
1002054	1055	DOVE1055	76.53333	-67.16667	37.3	821	Dovekie	DOVE	Alle	alle		Alle alle 	ALLALL	DOVES-12					150			1	5	10	30	60			7.6	16.4	29.8	21.9	40.7			5	1997	210		breeding		breeding
1002055	1056	DOVE1056	76.53333	-67.16667	37.3	836	Dovekie	DOVE	Alle	alle		Alle alle 	ALLALL	DOVES-14					152			2	5	10	30				7	17.3	33.4	16.8				4	1997	210				
1002056	1057	DOVE1057	76.53333	-67.16667	37.3	803	Dovekie	DOVE	Alle	alle		Alle alle 	ALLALL	DOVES-10					156			2	5	10	30	60			6.5	9.1	8	19	41.6			5	1997	210		non-breeding		non-breeding
1002057	1058	DOVE1058	76.53333	-67.16667	37.3	874	Dovekie	DOVE	Alle	alle		Alle alle 	ALLALL	DOVES-16					158			2.5	5	10	30	60			14.9	10.7	18	21	26.8			5	1997	210		breeding		breeding
1002058	1059	DOVE1059	76.53333	-67.16667	37.3	837	Dovekie	DOVE	Alle	alle		Alle alle 	ALLALL	DOVES-15					162			3	5	10	30	60			6.6	17.6	17.7	31.1	42.6			5	1997	210				
1000164	1582	DUAN1582	9.11661	-79.70074	36.88087		Dusky Antbird	DUAN	Cercomacra	tyrannina		Cercomacra tyrannina 	CERTYR	DUAB-1	m							1	5	10	30	60			7.6	16.66	29.6	53.3	61.1			5	1989	186				
1000042	1672	DUFL1672	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				14.3	20	28.2	47.3				4	1988	200		breeding		breeding
1000043	1673	DUFL1673	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				9.6	30	40.2	59.1				4	1988	203		breeding		breeding
1000044	1674	DUFL1674	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				11	28.8	37.2	21.9				4	1988	1		breeding		breeding
1000045	1675	DUFL1675	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				13.1	21.3	24.2	30.8				4	1988	1		breeding		breeding
1000046	1676	DUFL1676	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				7.1	31.2	32.7	30.8				4	1988	1		breeding		breeding
1000047	1677	DUFL1677	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				16.2	29.5	35.1	22.2				4	1988	1		breeding		breeding
1000048	1678	DUFL1678	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				38.3	37.4	32.5	28.2				4	1988	1		breeding		breeding
1000065	1679	DUFL1679	37.90853	-119.25571	3051	596	Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE	1	m				10.8	0.5		1.1	5	20	60				9.14	17.9	58.74	71.6				4	1988	175		pre-breeding		pre-breeding
1000066	1680	DUFL1680	37.90853	-119.25571	3051	653	Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE	2	m				11.5	0		1.166666667	5	20	60				41.4	59.1	102	193.3				4	1988	175		pre-breeding		pre-breeding
1000067	1681	DUFL1681	37.90853	-119.25571	3051	534	Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE	1	m				11.2	0		1.233333333	5	20	60				8.92	17.16	44.1	65.84				4	1988	176		pre-breeding		pre-breeding
1000089	1682	DUFL1682	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				13	34.9	30.6	40.3				4	1989	216		breeding		breeding
1000090	1683	DUFL1683	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20					11.9	30.6	27.6					3	1989	216		breeding		breeding
1000102	1684	DUFL1684	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				13.6	17.9	25.8	28.9				4	1989	217		breeding		breeding
1000103	1685	DUFL1685	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				31	38.2	34.7	39.9				4	1989	217		breeding		breeding
1000104	1686	DUFL1686	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				23.6	31.8	38.9	40				4	1989	218		breeding		breeding
1000108	1687	DUFL1687	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				24.5	39	43.6	55.6				4	1989	223		breeding		breeding
1000109	1688	DUFL1688	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							5	20	60					27.8	40.3	29					3	1989	223		breeding		breeding
1000110	1689	DUFL1689	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				11.8	20.6	35.1	27				4	1989	224		breeding		breeding
1000111	1690	DUFL1690	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				20.8	40.1	37.4	50.9				4	1989	224		breeding		breeding
1000112	1691	DUFL1691	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				13.9	19.1	27	21.4				4	1989	225		breeding		breeding
1000169	1692	DUFL1692	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				17.2	29.3	20.1	31.5				4	1989	193		breeding		breeding
1000170	1693	DUFL1693	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				12.3	26.2	35.4	47.9				4	1989	194		breeding		breeding
1000171	1694	DUFL1694	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				18.1	31.4	24.1	29.1				4	1989	194		breeding		breeding
1000172	1695	DUFL1695	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				11.6	16.5	30.5	31.8				4	1989	202		breeding		breeding
1000173	1696	DUFL1696	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				18.5	26.4	38.4	40.9				4	1989	202		breeding		breeding
1000174	1697	DUFL1697	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				14.3	23.7	28.9	42.5				4	1989	203		breeding		breeding
1000179	1698	DUFL1698	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				19.8	20.4	27.8	26.4				4	1989	204		breeding		breeding
1000183	1699	DUFL1699	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				14.8	19.7	32.2	32.7				4	1989	205		breeding		breeding
1000307	1700	DUFL1700	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				40.23	38.3	62.1	69.4				4	1990	207		pre-breeding		pre-breeding
1000359	1701	DUFL1701	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				47.5	97.9	200.7	143.8				4	1990	172		pre-breeding		pre-breeding
1000365	1702	DUFL1702	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				18.8	53.2	69.4	110				4	1990	173		pre-breeding		pre-breeding
1000597	1703	DUFL1703	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				33.2	53.8	67.6	76.8				4	1991	159		pre-breeding		pre-breeding
1000598	1704	DUFL1704	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				44.6	99.7	133	133				4	1991	160		pre-breeding		pre-breeding
1000599	1705	DUFL1705	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		f							1	5	20	60				20.6	50.9	80.2	70.1				4	1991	160		pre-breeding		pre-breeding
1000693	1706	DUFL1706	37.90853	-119.25571	3051		Dusky Flycatcher	DUFL	Empidonax	oberholseri		Empidonax oberholseri 	EMPOBE		m							1	5	20	60				25.7	44.5	57.9	67.6				4	1991	173		pre-breeding		pre-breeding
1000159	2069	DWAN2069	9.11661	-79.70074	36.88087		Dot-winged Antwren	DWAN	Microrhopias	quixensis		Microrhopias quixensis 	MICQUI	DWAW-1	f		AHY					1	5	20	60				12.2	26.4	40.92	30.62				4	1989	185				
1002994	2192	ETSP2192	36.7624	99.63247	3562	610	Eurasian Tree Sparrow	ETSP	Passer	montanus		Passer montanus 	PASMON	TRSP_1			HY	0	20	1		1	5	10	30	60			4.59	15.02	21.85	41.65	25.22			5	2000	250		non-breeding		non-breeding
1002995	2193	ETSP2193	36.7624	99.63247	3562	898	Eurasian Tree Sparrow	ETSP	Passer	montanus		Passer montanus 	PASMON	TRSP_3			HY		22	0.5		3	5	10	30	60			5.38	15.03	14.86	20.54	7.46			5	2000	250		non-breeding		non-breeding
1002996	2194	ETSP2194	36.7624	99.63247	3562	898	Eurasian Tree Sparrow	ETSP	Passer	montanus		Passer montanus 	PASMON	TRSP_2			HY		23.5	1.5		2	4	10	30	60			3.22	8.95	11.59	9.74	9.97			5	2000	250		non-breeding		non-breeding
1002997	2195	ETSP2195	36.7624	99.63247	3562	925	Eurasian Tree Sparrow	ETSP	Passer	montanus		Passer montanus 	PASMON	TRSP_4			HY					3	5	10	30	60			2.44	12.43	26	36.71	21.61			5	2000	250				
1003008	2196	ETSP2196	35.1074	98.88107	4260	979	Eurasian Tree Sparrow	ETSP	Passer	montanus		Passer montanus 	PASMON	TRSP_9			HY		22	1		5	10	30	60				12.03	25.37	16.98	11.11				4	2000	251				
1003009	2197	ETSP2197	35.1074	98.88107	4260	949	Eurasian Tree Sparrow	ETSP	Passer	montanus		Passer montanus 	PASMON	TRSP_5			HY		23.5	1.5		3	5	10	30	60			1.75	8.28	19.84	27.82	6.57			5	2000	251				
1003010	2198	ETSP2198	35.1074	98.88107	4260	963	Eurasian Tree Sparrow	ETSP	Passer	montanus		Passer montanus 	PASMON	TRSP_7			HY		24.2	0.5		3	5	10	30	60			3.2	5.71	12.98	25.9	19.3			5	2000	251				
1003011	2199	ETSP2199	35.1074	98.88107	4260	963	Eurasian Tree Sparrow	ETSP	Passer	montanus		Passer montanus 	PASMON	TRSP_6			HY		24.7	2		3	5	10	30	60			1.83	10.9	17.45	26.77	24.46			5	2000	251				
1003012	2200	ETSP2200	35.1074	98.88107	4260	963	Eurasian Tree Sparrow	ETSP	Passer	montanus		Passer montanus 	PASMON	TRSP_8			HY		25.5	1		3	5	10	30	60			3.68	8.65	18.47	18.32	3.79			5	2000	251				
1000494	2087	EYWA2087	48.35	-122.65	60.96012	774	Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-1	f		AHY		10	2.5		2	5	20	60				16.4	25.9	79.7	31.9				4	1990	142		breeding		breeding
1000677	2088	EYWA2088	68.76478	-148.85213	495.29998	1031	Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-1	m				18.8	2.5		3	5	10	30	60			36.6	33.9	45.9	20.4	29.2			5	1991	170				
1000978	2089	EYWA2089					Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWAG	f							1	5	10	30	60			14.46	24.18	41.58	57.65	52.52			5	1992					
1001294	2090	EYWA2090					Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-1	f							1	5	20	60				60.2	58.5	59.5	46.7				4	1993	171				
1001295	2091	EYWA2091	68.62582	-149.59455	729.99598		Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-01	f							1	5	20	60				60.2	58.5	59.5	46.7				4	1993	171				
1001296	2092	EYWA2092	68.62582	-149.59455	729.99598		Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-02	m							5	30	60					38.8	40.5	50					3	1993	171				
1001306	2093	EYWA2093					Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-3	f							5	10	30					65.6	58.1	56					3	1993	172				
1001307	2094	EYWA2094					Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-2	m							5	10	30	60				38.8	61	40.5	50				4	1993	172				
1001308	2095	EYWA2095	68.62582	-149.59455	729.99598		Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-03	f							5	10	30					65.5	8.1	56					3	1993	172				
1001309	2096	EYWA2096	68.62582	-149.59455	729.99598		Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-04	m							5	10	30	60				116.7	70.2	71.6	67.9				4	1993	172				
1001372	2097	EYWA2097					Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-5	f							5	10	30	60				53.3	50.2	38	36.8				4	1993	177				
1001373	2098	EYWA2098					Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-4	m							5	10	30	60				116.7	70.2	71.6	67.9				4	1993	177				
1001374	2099	EYWA2099					Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-6	m							5	10	30	60				81.3	73.9	54.6	57.4				4	1993	177				
1001375	2100	EYWA2100	68.62582	-149.59455	729.99598		Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-05	f							5	10	30	60				53.3	50.2	38	36.8				4	1993	177				
1001376	2101	EYWA2101	68.62582	-149.59455	729.99598		Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-06	m							5	10	30	60				81.3	73.9	54.6	57.4				4	1993	177				
1001610	2102	EYWA2102					Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWag	m							1	5	10	30	60			25	83.3	93.2	80.4	71.7			5	1994	1				
1002449	2103	EYWA2103					Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-9	m							1	5	10	30	60			1.39	62.46	62.48	60.18	71.57			5	1998					
1002450	2104	EYWA2104					Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-9	m							1	5	10	30	60			7.97	5.6	15.14	39.83	68.56			5	1998					
1001325	2162	FAPR2162	-54.45654	-36.29404	0	414	Fairy Prion	FAPR	Pachyptila	turtur 		Pachyptila turtur  	PACTUR	B-6					151			0.5	5	10	30	60			130.81	171.05	242.49	204.84	155.82			5	1993	173				
1001466	1710	FIHY1710	65.96667	16.2	417	840	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	6a	m				12.1	0.5		1	5	20	60				2.8	5.1	20.8	7.7				4	1994	184				
1001467	1711	FIHY1711	65.96667	16.2	417	720	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	5a	m				13	1.5		1	5	20	60				3.8	20.6	19.1	14.6				4	1994	184		breeding		breeding
1001468	1712	FIHY1712	65.96667	16.2	417	710	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	4a	m				17.6	1		1.5	5	20	60				6.8	10.1	19.4	4.7				4	1994	184		breeding		breeding
1001469	1713	FIHY1713	65.96667	16.2	417	942	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	7a	m				11.6	1.5		1	5	20	60				5.6	12.7	23.8	16.9				4	1994	185		breeding		breeding
1001470	1714	FIHY1714	65.96667	16.2	417	955	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	8a	f				12.5	1		1	5	25	65				5.6	11.1	29.7	25.7				4	1994	185		breeding		breeding
1001471	1715	FIHY1715	65.96667	16.2	417	982	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	9a	m				13.4	1.5		1	5	20	60				6.7	12.7	40.3	27.5				4	1994	185				
1001475	1716	FIHY1716	65.96667	16.2	417	727	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	10a	m				11.6	1		5	20	60					12.8	33	17.8					3	1994	186				
1001476	1717	FIHY1717	65.96667	16.2	417	779	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	11a	m				14	2		1	6	21	61				3.7	8.1	21	10.3				4	1994	186		breeding		breeding
1001479	1718	FIHY1718	65.96667	16.2	417	883	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	2a	f				13.5	1		1	5	20	60				2.6	28.8	26.6	20.2				4	1994	208		breeding		breeding
1001480	1719	FIHY1719	65.96667	16.2	417	1077	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	3a	f				14.1	1.5		2	5	20	60				16.4	15.4	11.1	3.4				4	1994	208				
1001524	1720	FIHY1720	57.71667	16.53333	35		Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-3	f				11.9	0.5		1.5	5	20	60				11.3	20.3	10.6	12.4				4	1994	169		breeding		breeding
1001525	1721	FIHY1721	57.71667	16.53333	35	993	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-2	f				12.5	1		2	5	20	60				10	23.8	12.1	19				4	1994	169		breeding		breeding
1001526	1722	FIHY1722	57.71667	16.53333	35	966	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-1	m				12.7	1		2	5	20	60				2	15.4	28.9	67.8				4	1994	169		breeding		breeding
1001532	1723	FIHY1723	57.56667	12.53333	80	872	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-11	m				11.2	0		1.5	5	20	60				24.1	15.3	42.3	42.2				4	1994	170		breeding		breeding
1001533	1724	FIHY1724	57.56667	12.53333	80	620	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-6	f				11.5	0		2	5	20	60				21.3	20.5	23.2	44.6				4	1994	170		breeding		breeding
1001534	1725	FIHY1725	57.56667	12.53333	80	689	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-10	m				11.8	0		2	5	20	60				2.4	28.4	29.4	50				4	1994	170		breeding		breeding
1001535	1726	FIHY1726	57.56667	12.53333	80	572	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-4	f				12.2	0		2	5	20	60				32.7	41.9	40.7	55.3				4	1994	170		breeding		breeding
1001536	1727	FIHY1727	57.56667	12.53333	80	619	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-5	m				12.2	0		2	5	20	60				16.7	27.5	43	27.8				4	1994	170		breeding		breeding
1001537	1728	FIHY1728	57.56667	12.53333	80	683	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-9	f				12.2	0		2	5	20	60				5.8	19.5	20.8	23.2				4	1994	170		breeding		breeding
1001538	1729	FIHY1729	57.56667	12.53333	80	649	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-7	m				12.7	0		2	5	20	60				9.6	17.8	27.7	27.9				4	1994	170		breeding		breeding
1001539	1730	FIHY1730	57.56667	12.53333	80	1096	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-16	m				12.9	0.5		2	20	60					14.4	28.2	38.3					3	1994	170		breeding	breeding	
1001540	1731	FIHY1731	57.56667	12.53333	80	1051	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-15	f				13	0.5		2	5	20	60				1.1	4	29.2	31.3				4	1994	170		breeding		breeding
1001541	1732	FIHY1732	57.56667	12.53333	80	656	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-8	f				13.1	0.5		2	5	20	60				4.8	29.2	27.8	29.2				4	1994	170		breeding		breeding
1001543	1733	FIHY1733	57.56667	12.53333	80	997	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-14	f				13.8	2		2	5	20	60				12.2	23.3	51.3	78.3				4	1994	170		breeding		breeding
1001544	1734	FIHY1734	57.56667	12.53333	80	876	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-12	f				13.5	0.5		2	5	20	60				16.8	23.8	49	51.4				4	1994	170		breeding		breeding
1001547	1735	FIHY1735	57.71667	16.53333	35	1086	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-18	m				11.7	1		2	5	20	60				5	15.1	9	14				4	1994	171		breeding	breeding	
1001548	1736	FIHY1736	57.71667	16.53333	35	1099	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-19	f				12	1		1	5	20	60				2.8	12.8	16.5	32.5				4	1994	171				
1001549	1737	FIHY1737	57.71667	16.53333	35	1044	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-17	f				12.7	0.5		1	5	20	60				2.4	11.3	18.8	71.4				4	1994	171				
1001551	1738	FIHY1738	57.71667	16.53333	35	1006	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-20	f				11.8	0.5		1.5	5	20	60				2.4	16.3	20.7	44.4				4	1994	172		breeding		breeding
1001552	1739	FIHY1739	57.71667	16.53333	35	1055	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-21	m				13	1		1	5	20	60				1.2	13.8	12.5	9.1				4	1994	172		breeding		breeding
1001560	1740	FIHY1740	57.71667	16.53333	35	679	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-22	m				11.8	1		1.5	5	20	60				5.7	11.4	32.1	8.5				4	1994	173		breeding		breeding
1001561	1741	FIHY1741	57.71667	16.53333	35	688	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-23	f				12.3	1		1	5	20	60				8.5	25.6	30.8	28.7				4	1994	173		breeding		breeding
1001562	1742	FIHY1742	57.71667	16.53333	35	737	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-24	f				12.6	0		1.5	5	20	60				7.5	9	22.4	6.3				4	1994	173		breeding		breeding
1001563	1743	FIHY1743	57.71667	16.53333	35	760	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	PIFL-25	m				12.7	0.5		1.5	5	20	60				6.3	31.4	24.6	37.5				4	1994	173		breeding		breeding
1001573	1744	FIHY1744	65.96667	16.2	417	681	Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	1a	m				10.9	1		2	5	20	60				9.5	18.5	37.5	67.3				4	1994	178				
1003842	1745	FIHY1745	65.96667	16.2	417		Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	12a	m				12.1	1.5		1	5	20	60				7.8	15.8	33.1	17.8				4						
1003843	1746	FIHY1746	65.96667	16.2	417		Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	13a	m				11.9	1.5		1	5	20	60				0.8	8.8	17.9	20.9				4						
1003844	1747	FIHY1747	65.96667	16.2	417		Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	14a	m				11.8	1		1	5	20	60				15.6	27.3	26.8	17.7				4						
1003845	1748	FIHY1748	65.96667	16.2	417		Pied Flycatcher	FIHY	Ficedula	hypoleuca		Ficedula hypoleuca 	FICHYP	15a	m				11.2	0.5		1	5	20	60				3.8	12.1	28	29.3				4						
1002362	2107	FLCO2107	-0.26714	-91.46553	20.42164	866	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-01					4300			1	5	10	30	60			0.99	5.46	20.65	45.28	53.96			5	1998	130				
1002363	2108	FLCO2108	-0.26714	-91.46553	20.42164	866	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-02					4000			1	5	10	30	60			2.07	12.4	13.2	107.6	64.5			5	1998	130				
1002364	2109	FLCO2109	-0.26714	-91.46553	20.42164	866	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-03	f				2700			1	5	10	30	60			22.6	52.9	21.3	60.5	48.7			5	1998	130				
1002365	2110	FLCO2110	-0.26714	-91.46553	20.42164	866	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-04					4150			1	5	10	30				2.1	15.2	22.9	61.7				4	1998	130				
1002366	2111	FLCO2111	-0.26714	-91.46553	20.42164	903	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-05					4000			1	5	10	30				2.69	16.5	21.7	49.6				4	1998	130				
1002367	2112	FLCO2112	-0.26714	-91.46553	20.42164	363	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-06					2500			5							39.5							1	1998	131				
